3.60887	3.58921	3.77225	3.60473	3.58868	3.73015	3.74729	3.52013
3.48381	3.36537	3.40300	3.53889	3.56655	3.56516	3.81036	3.78964
3.23956	3.13321	3.20212	3.17162	3.10205	3.44400	3.72285	3.76741
3.35018	3.27310	3.41333	3.34245	3.60799	3.77614	3.62729	3.79495
3.64452	3.65949	3.80784	3.73173	3.90791	3.69943	3.78359	3.70159
3.60750	3.69624	3.62667	3.82587	3.70056	3.86959	3.69238	3.75274
3.32982	3.37881	3.36207	3.27556	3.39165	3.24850	3.32320	3.64321
3.75616	3.65424	3.56163	3.65210	3.82428	3.95268	3.83976	3.77855
3.53372	3.68106	3.75039	3.47490	3.62228	3.83753	3.88816	3.74916
1.78000	2.20122	2.37949	2.23606	2.22998	2.12824	2.17231	2.36223
3.44589	3.58397	3.66839	3.75404	3.97287	3.86075	3.99145	3.92950
3.48061	3.52180	3.69367	3.69760	3.79423	3.82385	3.92857	3.85338
3.66384	3.81305	3.84364	3.77623	3.57201	3.82525	3.90017	3.74363
3.60670	3.71737	3.87645	3.84642	3.67591	3.82706	3.92347	3.60262
3.49863	3.64196	3.82929	3.90119	3.76569	3.85908	3.89397	3.59639
3.14349	3.22372	3.29826	3.47161	3.68880	3.86357	3.95327	3.65358
3.39278	3.58732	3.53019	3.94918	3.78866	3.98929	3.98903	3.75779
3.65086	3.82900	3.90077	4.04319	3.80732	3.92285	3.95538	3.64065
3.63631	3.86056	3.92808	4.05443	3.80886	3.96402	3.95107	3.81203
3.61652	3.79693	3.94857	3.87309	3.92252	3.97891	3.99266	3.77833
3.68346	3.78705	3.85208	3.98408	3.99513	4.01807	3.99356	3.95369
3.70185	3.82988	3.95108	4.02546	3.90151	4.01435	3.93937	3.82172
3.71055	3.80526	3.92696	4.02065	3.88482	3.97755	3.97391	3.76076
3.55482	3.78419	3.82780	3.89520	3.97363	4.02982	3.90377	3.86739
3.61274	3.91803	4.04795	4.04787	3.98148	4.03872	3.97914	3.87000
3.61897	3.95787	3.98010	4.07664	3.96359	4.00064	3.97650	3.87171
3.63658	3.91656	4.01134	4.01446	3.95904	3.96926	3.99263	3.88248
3.62676	3.88300	3.98960	4.05867	3.97633	3.99354	3.98800	3.84873
3.60061	3.87649	3.97731	4.00667	3.99693	3.96705	3.98932	3.94268
3.84728	3.96404	4.05404	4.08878	4.00564	3.97553	3.93565	3.92976
3.72479	3.82948	3.87812	4.03588	4.04725	3.99261	3.90409	3.94890
3.68445	3.87162	3.93032	4.02076	4.08562	3.97509	3.97692	3.96001
3.70200	3.78440	3.82780	3.99057	4.09015	3.96129	3.96743	4.03015
3.69425	3.81411	4.01698	4.02831	4.05415	3.99167	3.99520	3.95086
3.57399	3.76798	3.97174	4.05007	4.09021	3.93757	3.98202	4.01884
3.77255	3.84682	4.01969	4.05069	4.10067	3.94303	4.01642	4.00657
3.50510	3.64273	3.78981	4.02702	4.13518	4.01426	4.02065	4.01663
3.76162	3.90660	4.03576	4.07163	4.12979	3.97812	3.96181	4.03287
3.66645	3.89342	4.03822	4.02265	4.14965	4.03512	3.94823	3.96231
3.73787	3.95973	4.02266	4.07027	4.12989	3.96545	3.99069	4.05360
3.71310	3.94983	4.00809	4.09951	4.17771	4.04245	4.01500	3.91744
3.72130	4.02554	4.00329	4.09240	4.09617	3.96815	3.98821	3.89745
3.70056	3.96789	4.04440	4.05734	4.07485	3.98333	3.97128	3.89780
3.63385	3.68676	3.80396	3.64441	3.63495	3.70998	3.73629	3.89514
3.54037	3.35700	3.49789	3.62180	3.46894	3.67814	3.87440	3.89001
3.17210	3.22592	3.11447	3.19931	3.01685	3.58433	3.74228	3.93639
3.22995	3.15881	3.32489	3.25743	3.67768	3.57259	3.46141	3.67847
3.58651	3.63450	3.65461	3.74022	3.76360	3.62772	3.90608	3.83408
3.31072	3.26748	3.45350	3.73026	3.68015	3.61953	3.89018	3.82980
3.01488	2.96688	3.07368	3.10733	3.45275	3.36926	3.79168	3.76318
3.59926	3.65415	3.71748	3.83162	3.78841	3.78727	3.85532	3.93718
3.61019	3.62627	3.69173	3.62507	3.60967	3.74152	3.81526	3.97868
2.10410	2.25779	2.13459	1.98179	1.41029	1.75046	1.13849	1.23311
3.66033	3.64566	3.66259	3.61142	3.85420	3.81831	3.91147	3.81628
3.77321	3.80765	3.90229	3.70409	4.01453	3.92714	3.99481	3.75630
3.76541	3.73511	3.85110	3.80633	3.95354	3.89328	3.96248	3.88508
3.83041	3.85654	3.91608	4.02485	3.95495	3.96085	3.89635	3.83606
3.84149	3.97298	3.99316	4.06126	3.95360	3.95025	3.94766	3.76006
3.15651	3.13897	3.32749	3.30654	3.74729	3.75279	3.95532	3.71562
3.46507	3.69292	3.82254	3.93805	3.81346	3.91677	3.88092	3.83904
3.84920	3.92574	3.97394	4.02011	3.81254	3.86803	3.91824	3.61289
3.81636	3.92374	3.91738	4.01892	3.80179	3.90564	3.91843	3.62982
3.47697	3.52957	3.51105	3.78625	3.70140	3.91326	3.92536	3.66119
3.73675	3.83139	3.83775	4.00818	3.85763	3.84184	3.87717	3.76619
3.76518	3.80565	3.74991	3.94645	3.78777	3.92866	3.89761	3.65757
3.68422	3.70939	3.85689	3.89409	3.82644	3.86880	3.89237	3.66063
3.51230	3.75402	3.68556	3.82543	3.90314	3.89138	3.87607	3.66363
3.69170	3.72064	3.71614	3.93581	3.88728	3.89160	3.92154	3.72130
3.58779	3.74616	3.87533	3.96290	3.88424	3.86575	3.91986	3.72365
3.76362	3.78523	3.80909	3.95594	3.92966	3.94794	3.90168	3.68747
3.77780	3.80153	3.76784	3.90739	3.88852	3.84780	3.91816	3.74381
3.80257	3.77846	3.77397	3.85277	3.86568	3.85694	3.90180	3.69495
3.84565	3.81726	3.82583	3.92400	3.91539	3.79620	3.85094	3.74613
3.60116	3.80693	3.74270	3.80234	3.81140	3.88650	3.89667	3.69020
3.71359	3.82213	3.77293	3.85845	3.90505	3.82355	3.88699	3.66923
3.69729	3.84238	3.77349	3.91275	3.96575	3.88152	3.89141	3.77094
3.63755	3.85783	3.77405	3.77784	3.92775	3.85502	3.92400	3.66298
3.67092	3.78782	3.71674	3.84041	3.88182	3.86459	3.88907	3.66409
3.70348	3.71136	3.80725	3.73205	3.88350	3.85659	3.86680	3.63946
3.60382	3.88247	3.76067	3.79533	3.84354	3.87220	3.89350	3.65933
3.60850	3.75453	3.76387	3.78831	3.85033	3.88275	3.88486	3.71966
3.73644	3.71676	3.72222	3.80509	3.90822	3.88109	3.90600	3.66785
3.63607	3.67967	3.81943	3.77855	3.83695	3.90968	3.90831	3.72440
3.75638	3.76120	3.72158	3.79290	3.91357	3.89878	3.93183	3.68823
3.72003	3.70492	3.81711	3.69012	3.81685	3.84415	3.87348	3.65039
3.64746	3.67929	3.77984	3.77112	3.85763	3.89979	3.89478	3.76162
3.60575	3.68948	3.69502	3.68191	3.54747	3.80996	3.81213	3.79083
3.51238	3.61012	3.64363	3.69438	3.84775	3.78665	3.82212	3.71872
3.66990	3.60881	3.56612	3.75104	3.79107	3.84915	3.93308	3.63845
3.48873	3.54064	3.51600	3.77119	3.62647	3.81000	3.93174	3.96674
3.77392	3.77549	3.74441	3.77660	3.54876	3.93411	3.65321	3.69580
3.58536	3.58026	3.36933	3.55101	3.94853	3.88826	3.89115	3.79935
3.15267	3.12442	2.99500	3.61372	3.65868	3.57627	3.67201	3.66931
3.73397	3.61208	3.69000	3.90849	3.83117	3.92062	3.85916	3.81293
3.69369	3.59423	3.61990	3.62204	3.82314	3.83142	3.80385	3.84153
1.71942	1.83011	1.73449	1.68665	1.72569	1.75088	1.73204	1.33977
3.77950	3.79793	3.84343	3.88374	3.84777	3.87571	3.94595	3.91731
3.73272	3.76142	3.84761	3.77711	3.82674	3.96742	3.98780	3.90923
3.92114	3.98834	3.99389	3.74822	3.33452	3.82193	3.85953	3.62427
4.02425	4.01525	4.04673	3.86525	3.44886	3.88797	3.87225	3.57527
4.02885	4.06427	4.05813	3.85502	3.51290	3.92169	3.83457	3.57762
3.80022	3.85498	4.05108	3.98939	3.77009	4.00459	3.94530	3.59557
3.99284	4.01508	4.09171	4.01178	3.81393	4.02380	3.93954	3.66233
4.00578	4.07606	4.11433	3.95580	3.77709	3.97916	3.94723	3.61153
4.09132	4.07009	4.11796	3.88686	3.73461	3.93457	3.92919	3.64899
3.92383	4.04972	4.00268	3.94148	3.88659	3.98180	3.97225	3.62657
3.99760	3.91806	4.06586	3.90814	3.95840	3.94856	3.98543	3.76517
3.94682	3.99865	4.07073	3.87767	3.86601	4.00934	3.94248	3.71881
4.04512	3.99909	4.10149	3.92583	3.96612	3.99427	3.94515	3.73581
3.99846	4.02829	4.09474	3.92636	3.79615	3.97287	3.96983	3.78413
3.89887	3.88483	4.00418	3.88874	3.74235	3.78541	3.96660	3.75098
3.98228	3.97375	4.04358	3.86565	3.81498	3.92724	4.01009	3.80358
3.94801	3.94963	4.04788	3.83365	3.87487	3.91333	3.96387	3.78271
3.93637	4.01443	4.06498	3.82779	3.82186	3.92671	3.94638	3.80489
3.95806	4.00455	4.05291	3.81537	3.75390	3.91065	3.94276	3.67902
3.95338	4.01704	4.03683	3.75263	3.58972	3.88364	3.92883	3.72255
3.89899	3.97347	4.09608	3.96028	3.77046	3.98001	4.00844	3.80012
3.98187	4.05909	4.04119	3.94215	3.73933	4.00219	3.91441	3.82235
3.95092	4.06832	4.07642	4.01513	3.89430	3.95950	3.97898	3.79551
3.92611	4.05501	4.04861	3.94841	3.90672	3.91803	3.92631	3.87104
3.93273	4.03422	4.01151	3.95659	3.92466	3.95886	3.94616	3.83195
3.96708	3.98796	4.01557	3.92793	3.89898	3.97033	3.99108	3.74028
4.00841	3.96214	4.02298	3.94601	3.88784	3.91536	3.98448	3.82533
3.99261	3.97221	4.03938	4.00086	3.83420	3.90350	3.94583	3.96232
3.99665	3.95643	4.06027	3.99771	3.89823	3.97338	3.92565	4.00169
3.98929	3.97691	4.02194	4.01981	3.92942	3.98440	3.95986	3.99168
3.93793	3.88177	3.97447	3.95591	3.91559	3.96563	4.03006	3.87513
3.93910	3.93930	4.02678	3.95060	3.88632	3.97342	3.94345	3.81467
3.95458	3.94036	3.99636	3.95254	4.00590	3.82148	3.99489	3.84604
2.71290	2.89738	3.22585	3.36114	3.51619	3.43961	3.70291	3.68648
2.65907	2.99396	3.17777	3.49904	4.02775	3.62987	3.58882	3.68262
2.63929	2.94174	3.14835	3.47492	4.04227	3.51334	3.67579	3.77068
2.63187	2.92227	3.16444	3.38142	3.60879	3.58729	3.52548	3.54494
2.63180	2.89949	3.20565	3.34743	3.87507	3.52559	3.62530	3.66545
2.62762	2.91034	3.13201	3.42345	3.88099	3.59449	3.64135	3.71776
2.58964	2.83920	3.14342	3.30294	4.06807	3.46154	3.55707	3.50659
2.57568	2.87485	3.13334	3.48953	3.75474	3.55266	3.66946	3.83658
2.65688	2.90688	3.14485	3.34444	3.74923	3.50878	3.56822	3.67635
2.76968	2.31600	2.14732	2.05755	2.29904	2.12114	2.29178	2.41818
2.99381	3.77912	3.98423	3.89728	3.76271	4.06239	4.02376	3.73837
2.97678	3.65317	3.97359	3.94587	3.89422	4.10211	4.05828	3.83413
3.00905	3.57822	3.89442	4.01861	3.91651	4.12166	4.00923	3.79116
3.01958	3.68010	3.93068	3.97258	3.74905	4.13887	4.10044	3.91020
3.02244	3.54999	3.85258	3.97194	4.04076	4.02192	4.07374	3.86425
2.98609	3.45628	3.83855	4.05645	3.99373	4.10023	4.05081	4.04533
3.02385	3.64635	3.81419	4.06757	4.02455	4.09010	4.11169	3.91370
2.98085	3.41690	3.71813	3.99192	4.05652	4.12921	4.09963	3.82329
3.02856	3.32704	3.68838	4.06974	4.00143	4.16528	4.16417	4.00395
3.04056	3.56071	3.59890	3.93049	4.07797	4.04916	4.05806	4.09642
3.09035	3.24454	3.58710	3.95426	4.01661	4.13846	4.15294	3.92394
3.05652	3.30459	3.49918	3.92317	4.01487	4.17119	4.17343	3.95357
3.12497	3.41603	3.48435	3.80143	3.97150	4.10938	4.15272	3.94695
3.11584	3.23211	3.47766	3.78670	3.95704	4.14252	4.04281	3.98545
3.03298	3.24218	3.43087	3.88320	3.77004	4.07943	4.13573	4.00013
3.09788	3.37108	3.40437	3.76889	3.93092	4.07214	4.09799	4.04041
3.01268	3.16016	3.33288	3.65676	4.01772	4.03290	4.09609	4.00471
3.04990	3.08733	3.29820	3.65449	3.84434	4.02475	4.03753	4.06939
3.01746	3.33199	3.25761	3.57244	3.45719	3.96761	4.07251	3.96276
2.94123	3.13962	3.31940	3.43928	3.86900	3.85358	3.92750	3.91665
2.91984	3.04819	3.31252	3.41764	3.65485	3.86516	3.96638	3.94540
2.98569	3.34700	3.32942	3.44376	3.30562	3.87583	3.93816	3.88209
2.84945	3.18245	3.38890	3.50360	3.12892	3.84035	3.91160	3.79072
2.87346	3.07125	3.44764	3.70379	3.94630	3.92451	4.01131	3.95756
2.92357	3.45158	3.50444	3.68599	3.80846	3.96427	4.01354	3.98659
2.87097	3.17555	3.52636	3.83164	3.86694	4.01665	4.01612	3.97260
2.80300	3.19431	3.52710	3.87763	3.94745	4.02988	3.97411	4.00015
2.89252	3.35226	3.62251	3.92644	3.99396	4.01038	3.94811	3.90913
2.79697	3.25711	3.70523	3.95514	3.96205	4.04073	3.95580	3.92698
2.78026	3.22748	3.73707	3.95215	4.04828	4.08516	3.97003	3.77750
2.76809	3.31246	3.81048	4.05965	4.04632	4.08299	4.02059	3.99411
2.78663	3.33742	3.84416	4.11642	3.94247	4.15085	4.15626	3.94407
2.81238	3.28335	3.81558	4.10165	3.97999	4.06312	4.14634	3.98161
3.63114	3.51687	3.74656	3.81320	3.75896	3.75363	3.73309	3.84234
3.46939	3.70607	3.66456	3.67152	3.71995	3.86565	3.74893	3.70264
3.66901	3.72354	3.58834	3.76969	3.39027	3.76291	3.67008	3.96419
